, AM_SE,AM_IA,DLDA_SE,DLDA_IA,DSGT_SE,DSGT_IA,ECCF_SE,ECCF_IA,DS_SE,DS_IA,DigitalSL_TW,DSL_OP,BE_TW,BE_OP,DataSL_TW,DSL_OP.1,OOPM_TW,OOPM_OP,AM4_SE,AM4_IA,AOA_SE,AOA_IA,COA_SE,COA_IA,CG_SE,CG_IA,OS_SE,OS_IA,AOA_TW,AOA_OP,CG_TW,CG_OP,PAL_TW,PAL_OP,OS_TW,OS_OP,OPST_TW,OPST_OP,GPA,GPA_SEM_4,cluster
count,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0,62.0
mean,55.193548387096776,12.241935483870968,41.25806451612903,11.790322580645162,44.83870967741935,15.661290322580646,39.04838709677419,11.483870967741936,43.20967741935484,13.919354838709678,20.806451612903224,20.451612903225808,20.322580645161292,20.274193548387096,21.79032258064516,20.5,42.725806451612904,43.096774193548384,56.38709677419355,15.758064516129032,51.53225806451613,13.129032258064516,48.83870967741935,13.435483870967742,50.83870967741935,13.919354838709678,47.596774193548384,15.03225806451613,20.629032258064516,20.403225806451612,20.0,19.741935483870968,20.887096774193548,18.080645161290324,20.419354838709676,20.403225806451612,20.548387096774192,19.903225806451612,6.342258064516131,7.544193548387096,5.0
std,8.72877042338597,2.4673971410186764,8.604107833025271,2.840786642233955,8.300095888024224,2.5795129060277695,8.167162196228439,2.400423019303542,9.838261036489358,2.8243576788811455,2.3035162692150326,2.584172628825034,2.0226114717169206,1.7849034950145266,1.7753974089790785,2.756512408050743,3.3149900716351577,3.990602392668592,9.162208264690518,2.615749799228297,7.777052713973173,2.2286059081911107,8.701221976340115,3.129033621004244,7.417731411380451,2.464823919470232,8.886275432538069,3.088677057430548,1.8486492274510797,2.3291430734010934,1.8990938305015843,1.9994711093388944,1.8563567236830305,2.0589539529144663,1.8865215374783413,1.9873343000881145,2.3094774041948356,2.474192548660613,2.1536826404829252,1.4889082240453324,0.0
min,37.0,9.0,24.0,5.0,27.0,8.0,9.0,5.0,19.0,7.0,15.0,13.0,13.0,16.0,17.0,10.0,32.0,30.0,33.0,9.0,35.0,8.0,24.0,6.0,32.0,9.0,22.0,8.0,17.0,14.0,14.0,15.0,14.0,14.0,14.0,15.0,14.0,14.0,0.0,0.0,5.0
25%,50.0,10.25,35.0,10.0,39.25,14.0,33.0,9.25,35.25,12.0,19.0,19.0,19.25,19.0,21.0,19.25,40.25,40.25,50.25,14.0,47.25,12.0,44.0,11.25,46.0,12.0,41.5,13.0,19.0,19.0,19.0,19.0,20.0,17.0,20.0,19.25,19.25,18.0,6.51,7.415,5.0
50%,54.0,12.0,39.0,11.0,44.5,16.0,39.0,12.0,43.0,14.0,21.0,21.0,20.0,21.0,22.0,21.0,44.0,44.0,57.0,16.0,51.0,13.0,50.0,14.0,51.0,14.0,50.0,15.0,21.0,21.0,20.0,20.0,21.0,18.0,20.0,21.0,21.0,20.0,6.96,7.7,5.0
75%,62.0,14.0,46.75,13.75,50.75,18.0,44.75,13.0,51.0,15.75,22.0,23.0,22.0,22.0,23.0,22.0,45.0,46.0,63.75,17.75,55.0,14.75,54.0,15.0,55.0,16.0,55.0,17.75,22.0,22.0,21.0,21.0,22.0,19.0,22.0,22.0,22.0,22.0,7.3925,8.11,5.0
max,74.0,20.0,67.0,18.0,61.0,20.0,59.0,16.0,63.0,19.0,24.0,24.0,24.0,23.0,24.0,24.0,48.0,48.0,73.0,20.0,69.0,18.0,67.0,20.0,73.0,19.0,63.0,20.0,24.0,24.0,24.0,23.0,24.0,23.0,24.0,24.0,24.0,24.0,8.23,9.1,5.0
