, AM_SE,AM_IA,DLDA_SE,DLDA_IA,DSGT_SE,DSGT_IA,ECCF_SE,ECCF_IA,DS_SE,DS_IA,DigitalSL_TW,DSL_OP,BE_TW,BE_OP,DataSL_TW,DSL_OP.1,OOPM_TW,OOPM_OP,AM4_SE,AM4_IA,AOA_SE,AOA_IA,COA_SE,COA_IA,CG_SE,CG_IA,OS_SE,OS_IA,AOA_TW,AOA_OP,CG_TW,CG_OP,PAL_TW,PAL_OP,OS_TW,OS_OP,OPST_TW,OPST_OP,GPA,GPA_SEM_4,cluster
count,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0,48.0
mean,51.229166666666664,14.104166666666666,59.208333333333336,12.770833333333334,59.0,16.083333333333332,49.208333333333336,12.416666666666666,46.833333333333336,14.958333333333334,20.9375,20.208333333333332,20.5,19.5,22.4375,20.1875,43.208333333333336,41.666666666666664,59.5625,15.895833333333334,54.333333333333336,15.041666666666666,50.0,12.041666666666666,56.604166666666664,14.166666666666666,57.770833333333336,14.041666666666666,21.208333333333332,20.208333333333332,21.0,20.041666666666668,21.375,20.0625,21.458333333333332,19.770833333333332,20.166666666666668,20.583333333333332,7.726458333333334,8.269583333333335,2.0
std,11.48956896647829,2.4860425984722063,6.347920863619846,2.7540267102131333,8.17624998576898,2.430596926361859,9.001083465122367,2.3864273424918907,8.26768467765178,2.509202919410892,2.0149045698325057,1.5431155736881357,1.8101369408641024,1.637330468729446,1.1833283388167497,2.7649496936672535,3.161997303976493,4.091159817519021,7.20492222409924,3.2566761761513927,8.192714286235454,2.902371248694458,9.804471407193153,2.751853018506074,6.545225914321334,2.7392601372069025,5.501410199612202,2.916995928729923,1.6237379168742208,1.8330109323226043,1.6631167868819408,2.010169182393356,1.9199401586419191,1.642601076911963,1.529265340701052,2.2335886908104436,2.3459637889981977,2.2955399247452197,1.2826062057693366,0.541522512187327,0.0
min,19.0,10.0,41.0,8.0,42.0,10.0,32.0,7.0,26.0,10.0,16.0,13.0,16.0,16.0,20.0,13.0,34.0,33.0,47.0,8.0,32.0,8.0,13.0,7.0,39.0,8.0,48.0,8.0,17.0,15.0,17.0,15.0,15.0,17.0,17.0,14.0,15.0,13.0,0.0,6.96,2.0
25%,44.0,12.0,56.0,11.0,51.75,15.0,42.25,11.0,41.75,13.0,19.75,20.0,19.0,19.0,22.0,18.0,41.0,38.75,55.0,13.75,49.0,13.0,47.0,10.0,52.0,12.0,53.75,12.0,20.0,19.0,20.0,19.0,20.0,19.0,21.0,18.0,18.75,19.0,7.42,7.92,2.0
50%,52.5,14.0,59.5,13.0,59.0,16.0,51.0,12.0,48.0,15.0,20.0,20.0,20.0,19.5,23.0,21.0,44.0,42.0,57.0,17.0,56.0,16.0,52.5,11.5,57.0,14.5,58.0,14.0,21.0,20.0,21.0,20.0,22.0,20.0,21.5,20.0,21.0,21.0,7.83,8.315,2.0
75%,61.0,16.0,63.0,15.0,66.25,18.0,56.0,14.0,53.5,17.0,23.0,21.0,22.0,20.0,23.0,22.25,46.0,45.0,65.0,18.0,61.0,17.0,56.0,14.0,61.25,16.0,62.25,16.0,22.25,21.25,23.0,21.25,23.0,21.25,22.25,21.0,22.0,22.0,8.1375,8.74,2.0
max,69.0,19.0,72.0,18.0,73.0,20.0,64.0,18.0,61.0,19.0,24.0,23.0,24.0,23.0,24.0,24.0,48.0,48.0,76.0,20.0,67.0,20.0,64.0,18.0,68.0,20.0,67.0,20.0,24.0,24.0,23.0,24.0,23.0,23.0,24.0,23.0,24.0,24.0,9.54,9.22,2.0
