, AM_SE,AM_IA,DLDA_SE,DLDA_IA,DSGT_SE,DSGT_IA,ECCF_SE,ECCF_IA,DS_SE,DS_IA,DigitalSL_TW,DSL_OP,BE_TW,BE_OP,DataSL_TW,DSL_OP.1,OOPM_TW,OOPM_OP,AM4_SE,AM4_IA,AOA_SE,AOA_IA,COA_SE,COA_IA,CG_SE,CG_IA,OS_SE,OS_IA,AOA_TW,AOA_OP,CG_TW,CG_OP,PAL_TW,PAL_OP,OS_TW,OS_OP,OPST_TW,OPST_OP,GPA,GPA_SEM_4,cluster
count,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
mean,50.78181818181818,14.236363636363636,59.018181818181816,12.727272727272727,58.21818181818182,16.29090909090909,49.36363636363637,12.690909090909091,47.763636363636365,15.163636363636364,21.181818181818183,20.381818181818183,20.545454545454547,19.69090909090909,22.472727272727273,20.2,43.4,41.90909090909091,59.69090909090909,15.818181818181818,55.41818181818182,15.254545454545454,51.49090909090909,12.418181818181818,57.10909090909091,14.563636363636364,58.2,14.381818181818181,21.327272727272728,20.545454545454547,20.945454545454545,20.12727272727273,21.472727272727273,20.0,21.527272727272727,19.927272727272726,20.345454545454544,20.618181818181817,7.759818181818182,8.373272727272727,5.0
std,10.974196855943338,2.4416421035066054,6.723344926698837,2.634911942126519,8.339310987372263,2.3934534732514705,8.705816779099235,2.4711125644934318,8.690061663600076,2.4325237341435573,2.064612860229797,1.592702212185422,1.9033905597369192,1.676335589940454,1.1996071186256105,2.7782221866723544,3.07679486912382,4.282923574316304,7.315313029105775,3.289100457295554,8.440841868428258,2.920034131067534,9.981228172169786,2.832947091914924,6.674086779735063,2.8659148650069866,5.4548653104871025,2.959547694990327,1.5876204585916371,1.9796949055831605,1.7471477477664141,2.06428667129337,1.8242659148123466,1.7213259316477407,1.5735610175948933,2.1589996436496834,2.327120154931458,2.3530194084835627,1.208588847940855,0.6060285244034082,0.0
min,19.0,10.0,41.0,8.0,42.0,10.0,32.0,7.0,26.0,10.0,16.0,13.0,16.0,16.0,20.0,13.0,34.0,33.0,47.0,8.0,32.0,8.0,13.0,7.0,39.0,8.0,48.0,8.0,17.0,15.0,17.0,15.0,15.0,16.0,17.0,14.0,15.0,13.0,0.0,6.96,5.0
25%,44.0,12.0,55.5,11.0,50.5,15.0,43.0,11.0,42.5,13.5,20.0,20.0,19.0,19.0,22.0,18.0,41.0,39.5,55.0,14.0,49.5,13.5,47.0,10.0,52.5,12.0,54.0,12.5,20.0,19.0,20.0,19.0,20.0,19.0,21.0,19.0,19.0,19.0,7.48,7.93,5.0
50%,50.0,14.0,59.0,13.0,58.0,17.0,51.0,12.0,48.0,15.0,21.0,20.0,20.0,20.0,23.0,21.0,44.0,42.0,57.0,17.0,56.0,16.0,54.0,12.0,58.0,15.0,58.0,15.0,22.0,20.0,21.0,20.0,22.0,20.0,22.0,20.0,21.0,21.0,7.88,8.37,5.0
75%,60.0,16.0,63.0,14.5,65.5,18.0,56.0,15.0,55.0,17.0,23.0,21.0,22.0,21.0,23.0,22.5,46.0,45.5,65.0,18.0,61.5,17.0,59.5,15.0,62.0,16.0,62.5,17.0,23.0,22.0,23.0,22.0,23.0,21.5,23.0,21.5,22.0,22.0,8.19,8.78,5.0
max,69.0,19.0,75.0,18.0,73.0,20.0,64.0,18.0,68.0,19.0,24.0,23.0,24.0,23.0,24.0,24.0,48.0,48.0,76.0,20.0,68.0,20.0,65.0,18.0,68.0,20.0,69.0,20.0,24.0,24.0,23.0,24.0,23.0,23.0,24.0,23.0,24.0,24.0,9.54,9.67,5.0
